id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;ai_guess;groundtruth;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;ilesos;ignorados;feridos;veiculos;latitude;longitude;regional;delegacia;uop
599044.0;08/05/2024;quarta-feira;12:40:00;RS;386;345;LAJEADO;Reação tardia ou ineficiente do condutor;Other Human Causes;Other Human Causes;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Reta;Sim;3;0;1;0;1;1;1;2;-29.443.069;-51.984.135;SPRF-RS;DEL04-RS;UOP01-DEL04-RS
460794.0;10/07/2022;domingo;00:10:00;GO;153;437;ANAPOLIS;Reação tardia ou ineficiente do condutor;Other Human Causes;Other Human Causes;Colisão traseira;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-16,286884;-48,942978;SPRF-GO;DEL02-GO;UOP01-DEL02-GO
625533.0;03/09/2024;terça-feira;13:45:00;SC;282;585,8;PINHALZINHO;Reação tardia ou ineficiente do condutor;Other Human Causes;Other Human Causes;Engavetamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Curva;Em Obras";Não;6;0;2;0;3;1;2;4;-26.830.591;-53.025.528;SPRF-SC;DEL07-SC;UOP02-DEL07-SC
471715.0;02/09/2022;sexta-feira;02:50:00;SC;282;622,2;IRACEMINHA;Reação tardia ou ineficiente do condutor;Other Human Causes;Other Human Causes;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Simples;Curva;Não;4;0;1;0;3;0;1;2;-26,797441;-53,323349;SPRF-SC;DEL07-SC;UOP02-DEL07-SC
476751.0;25/09/2022;domingo;12:40:00;PR;376;618,1;SAO JOSE DOS PINHAIS;Reação tardia ou ineficiente do condutor;Other Human Causes;Other Human Causes;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Sim;2;0;2;0;0;0;2;1;-25,59781628;-49,17391956;SPRF-PR;DEL01-PR;UOP04-DEL01-PR
573903.0;11/01/2024;quinta-feira;07:00:00;BA;324;2;FEIRA DE SANTANA;Trafegar com motocicleta (ou similar) entre as faixas;Other Human Causes;Other Human Causes;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;3;0;2;0;1;0;2;2;-1.228.359.459;-3.894.781.178;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
531330.0;23/06/2023;sexta-feira;17:50:00;PR;476;149,5;ARAUCARIA;Trafegar com motocicleta (ou similar) entre as faixas;Other Human Causes;Other Human Causes;Colisão lateral mesmo sentido;Com Vítimas Fatais;Anoitecer;Decrescente;Céu Claro;Dupla;Reta;Sim;2;1;0;0;1;0;0;2;-25,55861323;-49,36814368;SPRF-PR;DEL01-PR;UOP06-DEL01-PR
559141.0;04/11/2023;sábado;18:00:00;AL;316;36;CANAPI;Transitar na contramão;Other Human Causes;Other Human Causes;Colisão frontal;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;1;0;1;2;-9,11841819;-37,60014606;SPRF-AL;DEL03-AL;UOP02-DEL03-AL
650606.0;22/12/2024;domingo;20:00:00;TO;153;353;FORTALEZA DO TABOCAO;Transitar na contramão;Other Human Causes;Other Human Causes;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;3;0;0;1;1;1;1;3;-900.498.696;-4.850.141.844;SPRF-TO;DEL02-TO;UOP02-DEL02-TO
534275.0;07/07/2023;sexta-feira;15:50:00;MG;40;517;RIBEIRAO DAS NEVES;Transitar no Acostamento;Other Human Causes;Other Human Causes;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;3;0;0;1;1;1;1;3;-19,82351202;-44,08438913;SPRF-MG;DEL01-MG;UOP02-DEL01-MG
614844.0;16/07/2024;terça-feira;13:30:00;SC;163;106,2;SAO JOSE DO CEDRO;Ultrapassagem Indevida;Other Human Causes;Other Human Causes;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;"Em Obras;Reta";Sim;3;0;1;0;1;2;1;4;-2.643.752.707;-5.351.693.708;SPRF-SC;DEL07-SC;UOP03-DEL07-SC
393503.0;02/11/2021;terça-feira;16:40:00;MG;40;516,2;RIBEIRAO DAS NEVES;Ultrapassagem Indevida;Other Human Causes;Other Human Causes;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;4;0;1;1;1;1;2;3;-19,81628624;-44,08960124;SPRF-MG;DEL01-MG;UOP02-DEL01-MG
445880.0;24/04/2022;domingo;23:50:00;SP;116;293;ITAPECERICA DA SERRA;Velocidade Incompatível;Human Causes - Speed;Human Causes - Speed;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;1;0;0;1;0;0;1;1;-23,75393807;-46,90168863;SPRF-SP;DEL04-SP;UOP01-DEL04-SP
346768.0;17/03/2021;quarta-feira;17:40:00;SC;282;0,4;FLORIANOPOLIS;Velocidade Incompatível;Human Causes - Speed;Human Causes - Speed;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Sim;2;0;2;0;0;0;2;2;-27,59875439;-48,57444584;SPRF-SC;DEL01-SC;UOP01-DEL01-SC
481347.0;17/10/2022;segunda-feira;16:30:00;PA;230;696;BRASIL NOVO;Velocidade Incompatível;Human Causes - Speed;Human Causes - Speed;Tombamento;Com Vítimas Fatais;Pleno dia;Decrescente;Céu Claro;Simples;"Declive;Curva";Não;3;1;0;0;0;2;0;3;-3,30609035;-52,51566881;SPRF-PA;DEL04-PA;UOP01-DEL04-PA
354378.0;28/04/2021;quarta-feira;09:30:00;MG;365;418;PATOS DE MINAS;Velocidade Incompatível;Human Causes - Speed;Human Causes - Speed;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;"Curva;Declive";Não;2;0;1;0;0;1;1;2;-18,69066567;-46,58673522;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
386720.0;30/09/2021;quinta-feira;21:20:00;GO;60;233,1;CEZARINA;Velocidade Incompatível;Human Causes - Speed;Human Causes - Speed;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;2;0;0;0;2;1;-17,079955;-49,830405;SPRF-GO;DEL01-GO;UOP02-DEL01-GO
